id,created_by,created_on,deleted,modified_by,modified_on,latitude,longitude,name,postal_code,admin_area_subdivision_major,admin_area_subdivision_middle,admin_area_subdivision_minor,geo_area
185,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8637,2.2769,Paris 16,75219 CEDEX 16,1,1,1,NULL
186,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8637,2.2769,Paris 16,75220 CEDEX 16,1,1,1,NULL
187,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75221 CEDEX 05,1,1,1,NULL
188,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75222 CEDEX 05,1,1,1,NULL
189,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75223 CEDEX 05,1,1,1,NULL
190,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75224 CEDEX 05,1,1,1,NULL
191,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75226 CEDEX 05,1,1,1,NULL
192,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75227 CEDEX 05,1,1,1,NULL
193,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75228 CEDEX 05,1,1,1,NULL
194,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75229 CEDEX 05,1,1,1,NULL
195,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75230 CEDEX 05,1,1,1,NULL
196,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75231 CEDEX 05,1,1,1,NULL
197,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75232 CEDEX 05,1,1,1,NULL
198,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75233 CEDEX 05,1,1,1,NULL
199,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75234 CEDEX 05,1,1,1,NULL
200,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75235 CEDEX 05,1,1,1,NULL
201,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75236 CEDEX 05,1,1,1,NULL
202,Fab User,2018-01-23 15:05:20,,Fab User,2018-01-23 15:05:20,48.8448,2.3471,Paris 05,75237 CEDEX 05,1,1,1,NULL
203,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75238 CEDEX 05,1,1,1,NULL
204,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75239 CEDEX 05,1,1,1,NULL
205,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75240 CEDEX 05,1,1,1,NULL
206,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75241 CEDEX 05,1,1,1,NULL
207,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8322,2.3561,Paris 13,75243 CEDEX 13,1,1,1,NULL
208,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8322,2.3561,Paris 13,75244 CEDEX 13,1,1,1,NULL
209,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75248 CEDEX 05,1,1,1,NULL
210,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75250 CEDEX 05,1,1,1,NULL
211,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75252 CEDEX 05,1,1,1,NULL
212,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75253 CEDEX 05,1,1,1,NULL
213,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8448,2.3471,Paris 05,75256 CEDEX 05,1,1,1,NULL
214,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75260 CEDEX 06,1,1,1,NULL
215,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75261 CEDEX 06,1,1,1,NULL
216,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75262 CEDEX 06,1,1,1,NULL
217,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75263 CEDEX 06,1,1,1,NULL
218,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75264 CEDEX 06,1,1,1,NULL
219,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75265 CEDEX 06,1,1,1,NULL
220,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75266 CEDEX 06,1,1,1,NULL
221,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75269 CEDEX 06,1,1,1,NULL
222,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75270 CEDEX 06,1,1,1,NULL
223,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75272 CEDEX 06,1,1,1,NULL
224,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75275 CEDEX 06,1,1,1,NULL
225,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75278 CEDEX 06,1,1,1,NULL
226,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75279 CEDEX 06,1,1,1,NULL
227,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75280 CEDEX 06,1,1,1,NULL
228,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75281 CEDEX 06,1,1,1,NULL
229,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75282 CEDEX 06,1,1,1,NULL
230,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75283 CEDEX 06,1,1,1,NULL
231,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75284 CEDEX 06,1,1,1,NULL
232,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75288 CEDEX 06,1,1,1,NULL
233,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75290 CEDEX 06,1,1,1,NULL
234,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75291 CEDEX 06,1,1,1,NULL
235,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75292 CEDEX 06,1,1,1,NULL
236,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75294 CEDEX 06,1,1,1,NULL
237,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75295 CEDEX 06,1,1,1,NULL
238,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75298 CEDEX 06,1,1,1,NULL
239,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8493,2.33,Paris 06,75299 CEDEX 06,1,1,1,NULL
240,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75302 CEDEX 07,1,1,1,NULL
241,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75303 SP 07,1,1,1,NULL
242,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75304 CEDEX 09,1,1,1,NULL
243,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75305 CEDEX 09,1,1,1,NULL
244,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75306 CEDEX 09,1,1,1,NULL
245,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75307 CEDEX 09,1,1,1,NULL
246,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75308 CEDEX 09,1,1,1,NULL
247,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75309 CEDEX 09,1,1,1,NULL
248,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75310 CEDEX 09,1,1,1,NULL
249,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75311 CEDEX 09,1,1,1,NULL
250,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75312 CEDEX 09,1,1,1,NULL
251,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75313 CEDEX 09,1,1,1,NULL
252,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75314 CEDEX 09,1,1,1,NULL
253,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75315 CEDEX 09,1,1,1,NULL
254,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75317 CEDEX 09,1,1,1,NULL
255,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75318 CEDEX 09,1,1,1,NULL
256,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75319 CEDEX 09,1,1,1,NULL
257,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8718,2.3399,Paris 09,75320 CEDEX 09,1,1,1,NULL
258,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75321 CEDEX 07,1,1,1,NULL
259,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75322 CEDEX 07,1,1,1,NULL
260,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75323 CEDEX 07,1,1,1,NULL
261,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75324 CEDEX 07,1,1,1,NULL
262,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75325 CEDEX 07,1,1,1,NULL
263,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75326 CEDEX 07,1,1,1,NULL
264,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75327 CEDEX 07,1,1,1,NULL
265,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75328 CEDEX 07,1,1,1,NULL
266,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75329 CEDEX 07,1,1,1,NULL
267,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75330 CEDEX 07,1,1,1,NULL
268,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75333 CEDEX 07,1,1,1,NULL
269,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75335 CEDEX 07,1,1,1,NULL
270,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75337 CEDEX 07,1,1,1,NULL
271,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75338 CEDEX 07,1,1,1,NULL
272,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75339 CEDEX 07,1,1,1,NULL
273,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75340 CEDEX 07,1,1,1,NULL
274,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75341 CEDEX 07,1,1,1,NULL
275,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75342 CEDEX 07,1,1,1,NULL
276,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75343 CEDEX 07,1,1,1,NULL
277,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75344 CEDEX 07,1,1,1,NULL
278,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75345 CEDEX 07,1,1,1,NULL
279,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75348 SP 07,1,1,1,NULL
280,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75349 SP 07,1,1,1,NULL
281,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75350 SP 07,1,1,1,NULL
282,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75352 SP 07,1,1,1,NULL
283,Fab User,2018-01-23 15:05:21,,Fab User,2018-01-23 15:05:21,48.8565,2.321,Paris 07,75353 SP 07,1,1,1,NULL
284,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8565,2.321,Paris 07,75355 SP 07,1,1,1,NULL
285,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8565,2.321,Paris 07,75356 SP 07,1,1,1,NULL
286,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8565,2.321,Paris 07,75357 SP 07,1,1,1,NULL
287,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8565,2.321,Paris 07,75358 SP 07,1,1,1,NULL
288,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8565,2.321,Paris 07,75359 SP 07,1,1,1,NULL
289,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75360 CEDEX 08,1,1,1,NULL
290,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75361 CEDEX 08,1,1,1,NULL
291,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75362 CEDEX 08,1,1,1,NULL
292,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75363 CEDEX 08,1,1,1,NULL
293,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75364 CEDEX 08,1,1,1,NULL
294,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75365 CEDEX 08,1,1,1,NULL
295,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75366 CEDEX 08,1,1,1,NULL
296,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75367 CEDEX 08,1,1,1,NULL
297,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75370 CEDEX 08,1,1,1,NULL
298,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75371 CEDEX 08,1,1,1,NULL
299,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75372 CEDEX 08,1,1,1,NULL
300,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75373 CEDEX 08,1,1,1,NULL
301,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75374 CEDEX 08,1,1,1,NULL
302,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75375 CEDEX 08,1,1,1,NULL
303,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75376 CEDEX 08,1,1,1,NULL
304,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75378 CEDEX 08,1,1,1,NULL
305,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75379 CEDEX 08,1,1,1,NULL
306,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75380 CEDEX 08,1,1,1,NULL
307,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75381 CEDEX 08,1,1,1,NULL
308,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75382 CEDEX 08,1,1,1,NULL
309,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75383 CEDEX 08,1,1,1,NULL
310,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75384 CEDEX 08,1,1,1,NULL
311,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75385 CEDEX 08,1,1,1,NULL
312,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75386 CEDEX 08,1,1,1,NULL
313,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75387 CEDEX 08,1,1,1,NULL
314,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75388 CEDEX 08,1,1,1,NULL
315,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75389 CEDEX 08,1,1,1,NULL
316,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75390 CEDEX 08,1,1,1,NULL
317,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75391 CEDEX 08,1,1,1,NULL
318,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75392 CEDEX 08,1,1,1,NULL
319,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75394 CEDEX 08,1,1,1,NULL
320,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75395 CEDEX 08,1,1,1,NULL
321,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75396 CEDEX 08,1,1,1,NULL
322,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75397 CEDEX 08,1,1,1,NULL
323,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75398 CEDEX 08,1,1,1,NULL
324,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75399 CEDEX 08,1,1,1,NULL
325,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75400 CEDEX 08,1,1,1,NULL
326,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75401 CEDEX 08,1,1,1,NULL
327,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75402 CEDEX 08,1,1,1,NULL
328,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75403 CEDEX 08,1,1,1,NULL
329,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75405 CEDEX 08,1,1,1,NULL
330,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75406 CEDEX 08,1,1,1,NULL
331,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75407 CEDEX 08,1,1,1,NULL
332,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75408 CEDEX 08,1,1,1,NULL
333,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75410 CEDEX 08,1,1,1,NULL
334,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75411 CEDEX 08,1,1,1,NULL
335,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75412 CEDEX 08,1,1,1,NULL
336,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75413 CEDEX 08,1,1,1,NULL
337,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75415 CEDEX 08,1,1,1,NULL
338,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75416 CEDEX 08,1,1,1,NULL
339,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75417 CEDEX 08,1,1,1,NULL
340,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75418 CEDEX 08,1,1,1,NULL
341,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75419 CEDEX 08,1,1,1,NULL
342,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8763,2.3183,Paris 08,75420 CEDEX 08,1,1,1,NULL
343,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75421 CEDEX 09,1,1,1,NULL
344,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75422 CEDEX 09,1,1,1,NULL
345,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75423 CEDEX 09,1,1,1,NULL
346,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75424 CEDEX 09,1,1,1,NULL
347,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75425 CEDEX 09,1,1,1,NULL
348,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75426 CEDEX 09,1,1,1,NULL
349,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75427 CEDEX 09,1,1,1,NULL
350,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75428 CEDEX 09,1,1,1,NULL
351,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75429 CEDEX 09,1,1,1,NULL
352,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75430 CEDEX 09,1,1,1,NULL
353,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75431 CEDEX 09,1,1,1,NULL
354,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75432 CEDEX 09,1,1,1,NULL
355,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75434 CEDEX 09,1,1,1,NULL
356,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75435 CEDEX 09,1,1,1,NULL
357,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75436 CEDEX 09,1,1,1,NULL
358,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75437 CEDEX 09,1,1,1,NULL
359,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75438 CEDEX 09,1,1,1,NULL
360,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75439 CEDEX 09,1,1,1,NULL
361,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75440 CEDEX 09,1,1,1,NULL
362,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75441 CEDEX 09,1,1,1,NULL
363,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75442 CEDEX 09,1,1,1,NULL
364,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75443 CEDEX 09,1,1,1,NULL
365,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75444 CEDEX 09,1,1,1,NULL
366,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75445 CEDEX 09,1,1,1,NULL
367,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75446 CEDEX 09,1,1,1,NULL
368,Fab User,2018-01-23 15:05:22,,Fab User,2018-01-23 15:05:22,48.8718,2.3399,Paris 09,75447 CEDEX 09,1,1,1,NULL
